Gene	Gene.name	Tissue	nTPM	fda	gwcat	gwasTraits	fdaGeneDesc
ENSG00000262406	MMP12	colon	13.5	0	1	Chronic obstructive pulmonary disease (severe);Cerebrospinal fluid levels of Alzheimers disease-related proteins;Post bronchodilator FEV1/FVC ratio in COPD;Blood protein levels in cardiovascular risk	
ENSG00000145113	MUC4	colon	31.1	0	1	Red blood cell density in sickle cell anemia;Lung disease severity in cystic fibrosis	
ENSG00000170476	MZB1	colon	70.1	0	1	Body mass index;Malaria;Electrocardiogram morphology (amplitude at temporal datapoints)	
ENSG00000118257	NRP2	colon	78.7	0	1	Blood protein levels;Craniofacial microsomia;Diisocyanate-induced asthma;Neuropathy x type 2 diabetes interaction;Daytime nap	
ENSG00000111696	NT5DC3	colon	80.5	0	1	Central corneal thickness;Attention deficit hyperactivity disorder;Coronary restenosis	
ENSG00000102837	OLFM4	colon	451.6	0	1	Amyotrophic lateral sclerosis (sporadic);BMI (adjusted for smoking behaviour);Body mass index;Adventurousness	
ENSG00000162896	PIGR	colon	1693.4	0	1	Blood protein levels;Coronary atherosclerosis (increased number of diseased vessels) (traffic exposure interaction);Precuneus cortex volume;Inflammatory bowel disease	
ENSG00000131096	PYY	colon	52.5	0	1	Response to taxane treatment (placlitaxel);Triglyceride levels;Pulse pressure;Gut microbiota (bacterial taxa, hurdle binary method);Diverticular disease	
ENSG00000134193	REG4	colon	236.2	0	1	Blood protein levels	
ENSG00000163515	RETNLB	colon	75.7	0	1	Metabolite levels	
ENSG00000147655	RSPO2	colon	13.9	0	1	Hip circumference adjusted for BMI;Heel bone mineral density;Blond vs. brown/black hair color;Ossification of the posterior longitudinal ligament of the spine	
ENSG00000141574	SECTM1	colon	36.7	0	1	Blood protein levels;Monocyte percentage of white cells	
ENSG00000122711	SPINK4	colon	639.5	0	1	Influenza A (H1N1) infection;Mild influenza (H1N1) infection;Severe influenza A (H1N1) infection	
ENSG00000137648	TMPRSS4	colon	43.5	0	1	Lean body mass	
ENSG00000146469	VIP	colon	72.2	0	1	Allergic rhinitis;Hip circumference adjusted for BMI;Bipolar disorder;Diastolic blood pressure x quantitative lifestyle risk score interaction (1df test)	
ENSG00000143816	WNT9A	colon	18.7	0	1	Height;Triglyceride levels;HDL cholesterol levels;Systolic blood pressure;Diastolic blood pressure	
ENSG00000174992	ZG16	colon	362.9	0	1	Blood protein levels	
