Gene	Gene.name	Tissue	nTPM	fda	gwcat	gwasTraits	fdaGeneDesc
ENSG00000151948	GLT1D1	liver	27.6	0	1	Metabolite levels;HDL cholesterol levels in HIV infection;Schizophrenia (inflammation and infection response interaction)	
ENSG00000182327	GLTPD2	liver	73.8	0	1	Blood protein levels;Sphingomyelin levels	
ENSG00000112293	GPLD1	liver	46.1	0	1	Serum alkaline phosphatase levels	
ENSG00000180875	GREM2	liver	26.3	0	1	Heel bone mineral density;Heel bone mineral density variance;Response to allopurinol in gout (change in serum uric acid levels);Ankle-brachial index;Immune response to smallpox vaccine (IL-6)	
ENSG00000148702	HABP2	liver	437.3	0	1	Peripheral arterial disease (traffic-related air pollution interaction);Eosinophil percentage of white cells;Eosinophil counts;Waist-to-hip ratio adjusted for body mass index	
ENSG00000105697	HAMP	liver	2054.8	0	1	Height;Red cell distribution width;Mean corpuscular hemoglobin concentration;Mean corpuscular hemoglobin	
ENSG00000109758	HGFAC	liver	217.1	0	1	Fibrinogen;Triglyceride levels;Low density lipoprotein cholesterol levels;LDL cholesterol levels	
ENSG00000257017	HP	liver	61113.6	0	1	Blood metabolite ratios;Blood metabolite levels;Amyloid A serum levels;Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 1 peripheral neuropathy)	
ENSG00000261701	HPR	liver	811.9	0	1	Cholesterol, total;LDL cholesterol;Bipolar disorder;Low density lipoprotein cholesterol levels;Triglyceride levels	
ENSG00000110169	HPX	liver	5440.6	0	1	Malaria;Blood protein levels	
ENSG00000113905	HRG	liver	5433.2	0	1	Blood protein levels;Refractive error	
ENSG00000114378	HYAL1	liver	201.6	0	1	Depressive symptom (appetite changes) (binary trait);Depressive symptoms (binary sum-score);Depressive symptoms (sum-score);Sleep duration (short sleep)	
ENSG00000099769	IGFALS	liver	116.7	0	1	Blood protein levels;Insulin-like growth factors;Mean corpuscular hemoglobin	
ENSG00000146678	IGFBP1	liver	1198.4	0	1	Night sleep phenotypes;Pulse pressure;Poor prognosis in Crohns disease	
ENSG00000196083	IL1RAP	liver	225.8	0	1	Blood protein levels;Longitudinal change in brain amyloid plaque burden;Vitiligo;Itch intensity from mosquito bite adjusted by bite size	
ENSG00000197272	IL27	liver	26.7	0	1	Immune response to measles-mumps-rubella vaccine;Lamb consumption;Blood protein levels;Body fat distribution (leg fat ratio);Body fat distribution (arm fat ratio)	
ENSG00000008517	IL32	liver	829.3	0	1	HIV-1 susceptibility;Liver enzyme levels (alanine transaminase);Alanine aminotransferase levels;Aspartate aminotransferase levels	
ENSG00000160712	IL6R	liver	58.3	1	1	Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 2 peripheral neuropathy);Fibrinogen;Rheumatoid arthritis;Cerebrospinal fluid levels of Alzheimers disease-related proteins	Interleukin 6 receptor
ENSG00000175189	INHBC	liver	165	0	1	Asthma;HDL cholesterol levels;Urate levels;Apolipoprotein A1 levels;Hemoglobin levels	
ENSG00000139269	INHBE	liver	148.4	0	1	Platelet count;Itch intensity from mosquito bite adjusted by bite size;Urate levels;HDL cholesterol;Plateletcrit	
ENSG00000055957	ITIH1	liver	1504.9	0	1	Schizophrenia, schizoaffective disorder or bipolar disorder;Glaucoma (primary open-angle);Schizophrenia;Bipolar disorder;Pulse pressure	
ENSG00000151655	ITIH2	liver	2156.1	0	1	Blood protein levels;Ovarian reserve	
ENSG00000162267	ITIH3	liver	792.7	0	1	Schizophrenia;Height;Bipolar disorder;Hemoglobin levels	
ENSG00000055955	ITIH4	liver	1863.4	0	1	Schizophrenia;Bipolar disorder;Risk-taking tendency (4-domain principal component model);Heel bone mineral density	
ENSG00000164344	KLKB1	liver	328.4	1	1	Blood metabolite levels;Serum metabolite levels	Kallikrein B1
ENSG00000113889	KNG1	liver	3195.2	0	1	Blood metabolite levels;Blood protein levels;Small vessel stroke	
ENSG00000129988	LBP	liver	1338.5	0	1	Plasma omega-6 polyunsaturated fatty acid levels (gamma-linolenic acid);Waist circumference adjusted for BMI (adjusted for smoking behaviour);Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction);Apolipoprotein B levels;Blood protein levels	
ENSG00000213398	LCAT	liver	283	0	1	Schizophrenia;HDL cholesterol;Refractive error;HDL cholesterol levels	
ENSG00000164406	LEAP2	liver	532	0	1	Asthma;Blood protein levels	
ENSG00000145826	LECT2	liver	477.9	0	1	Blood protein levels	
ENSG00000166035	LIPC	liver	171	0	1	Lipid traits;Blood metabolite levels;Triglycerides	
ENSG00000198670	LPA	liver	76.7	0	1	Glucose homeostasis traits;Cholesterol, total;Height;LDL cholesterol;Response to statins (LDL cholesterol change)	
ENSG00000171236	LRG1	liver	944.2	0	1	Refractive error;Fibrinogen levels;Sjögrens syndrome;Fibrinogen	
ENSG00000127241	MASP1	liver	183.4	0	1	Amyotrophic lateral sclerosis (sporadic);Blood protein levels;Impulsivity (attentional);Type 2 diabetes	
ENSG00000009724	MASP2	liver	476.5	0	1	Beard thickness;Eosinophil percentage of white cells;Male-pattern baldness;Body mass index;Appendicular lean mass	
ENSG00000165471	MBL2	liver	280.9	0	1	Metabolite levels;Bone properties (heel);Heel bone mineral density	
ENSG00000105976	MET	liver	42.9	1	1	Metabolite levels;Triglycerides;Electroencephalogram traits;Opioid sensitivity;Borderline personality disorder	MET proto-oncogene, receptor tyrosine kinase
ENSG00000183971	NPW	liver	10.6	0	1	Bone mineral density (paediatric, upper limb);Bone mineral density (paediatric, skull)	
ENSG00000184232	OAF	liver	396.6	0	1	Systolic blood pressure;Urinary albumin-to-creatinine ratio;Blood protein levels;Retinal detachment or retinal break	
ENSG00000138315	OIT3	liver	110.8	0	1	Refractive error;Coronary artery disease;Low density lipoprotein cholesterol levels;Total cholesterol levels	
ENSG00000229314	ORM1	liver	42973.6	0	1	Thrombin generation potential phenotypes;End-stage coagulation;Tourette syndrome	
ENSG00000228278	ORM2	liver	8873.2	0	1	Blood protein levels	
ENSG00000169174	PCSK9	liver	48.7	1	1	Metabolite levels;Cholesterol, total;LDL cholesterol;Apolipoprotein B levels	Proprotein convertase subtilisin/kexin type 9
ENSG00000161031	PGLYRP2	liver	258.8	0	1	Blood protein levels	
ENSG00000138308	PLA2G12B	liver	71	0	1	Triglyceride levels;Refractive error;HDL cholesterol levels;Systolic blood pressure	
ENSG00000122194	PLG	liver	2666.4	1	1	Conduct disorder (symptom count);Acne (severe);Triglyceride levels;Blood protein levels	Plasminogen
ENSG00000005421	PON1	liver	531.8	0	1	Blood protein levels;HDL cholesterol levels;Refractive error;Blood protein levels in cardiovascular risk;Glucagon levels in response to oral glucose tolerance test (fasting)	
ENSG00000115718	PROC	liver	598.5	1	1	Amyotrophic lateral sclerosis (sporadic);Protein C levels;Venous thromboembolism	Protein C, inactivator of coagulation factors Va and VIIIa
ENSG00000126231	PROZ	liver	109.2	0	1	Bipolar disorder;Food allergy (parent-of-origin effect);Factor VII;Reticulocyte fraction of red cells	
ENSG00000151006	PRSS53	liver	9.9	0	1	Scalp hair shape;Psoriasis;Psoriasis vulgaris;Psoriatic arthritis	
ENSG00000126838	PZP	liver	81.6	0	1	Low density lipoprotein cholesterol levels;Refractive error;Blood protein levels;Spherical equivalent or myopia (age of diagnosis);Myopia	
ENSG00000106538	RARRES2	liver	1994.6	0	1	Suicide attempts in depression or bipolar disorder;Circulating chemerin levels;Chemerin levels	
ENSG00000138207	RBP4	liver	11920.3	0	1	Optic disc area;Retinol levels;Blood protein levels	
ENSG00000258818	RNASE4	liver	478.8	0	1	Paclitaxel disposition in epithelial ovarian cancer;Blood protein levels	
ENSG00000173432	SAA1	liver	48144.3	0	1	Amyloid A serum levels;Blood protein levels;Rosacea symptom severity	
ENSG00000134339	SAA2	liver	36265.6	0	1	Rosacea symptom severity	
ENSG00000148965	SAA4	liver	1943.5	0	1	Blood protein levels;Rosacea symptom severity	
ENSG00000115884	SDC1	liver	484.7	0	1	Amyotrophic lateral sclerosis (sporadic);Seasonality;Triglyceride levels;LDL cholesterol levels;HDL cholesterol levels	
ENSG00000124145	SDC4	liver	410.9	0	1	Psoriasis;Breast size;Malaria	
ENSG00000197249	SERPINA1	liver	34022.4	0	1	Social communication problems;Height;Low density lipoprotein cholesterol levels;Alcohol consumption (drinks per week);Blood protein levels	
ENSG00000140093	SERPINA10	liver	346.9	0	1	Blood protein levels;Post bronchodilator FEV1;Waist-to-hip ratio adjusted for body mass index;Emphysema imaging phenotypes	
ENSG00000186910	SERPINA11	liver	490.6	0	1	Blood protein levels;Antineutrophil cytoplasmic antibody-associated vasculitis	
ENSG00000100665	SERPINA4	liver	550	0	1	Blood protein levels	
ENSG00000188488	SERPINA5	liver	785.6	0	1	Serum albumin levels;Serum total protein level;Blood protein levels	
ENSG00000170099	SERPINA6	liver	776.6	0	1	LDL cholesterol levels;Apolipoprotein B levels;Manganese levels;Breast size;Alanine aminotransferase levels	
ENSG00000123561	SERPINA7	liver	282.2	0	1	Metabolite levels	
ENSG00000117601	SERPINC1	liver	5056.6	1	1	Heel bone mineral density;Experiencing mood swings	Serpin family C member 1
ENSG00000099937	SERPIND1	liver	1253.1	1	0		Serpin family D member 1
ENSG00000167711	SERPINF2	liver	1578.5	0	1	Blood protein levels;Serum albumin levels;Calcium levels	
ENSG00000149131	SERPING1	liver	2622.4	0	1	Schizophrenia;Autism spectrum disorder or schizophrenia;Neuroticism;Blood protein levels;Obesity-related traits	
ENSG00000129214	SHBG	liver	63.4	1	1	Sex hormone-binding globulin levels	Sex hormone binding globulin
ENSG00000198732	SMOC1	liver	67.9	0	1	Bone mineral density;Blood protein levels	
ENSG00000072080	SPP2	liver	519.1	0	1	Hair greying;Cognitive decline (age-related);Osteoporosis-related phenotypes;Triglyceride levels	
ENSG00000003436	TFPI	liver	272.3	1	1	Lung adenocarcinoma;Serum immune biomarker levels;Apolipoprotein A1 levels;Heart rate response to recovery post exercise (40 sec);Heart rate response to recovery post exercise (30 sec)	Tissue factor pathway inhibitor
ENSG00000090534	THPO	liver	35.4	0	1	Plateletcrit;Platelet count	
ENSG00000120659	TNFSF11	liver	5.2	1	1	C-reactive protein levels;Bone mineral density;Bone mineral density (paediatric, upper limb)	TNF superfamily member 11
ENSG00000182704	TSKU	liver	237.3	0	1	Adult body size;Factor VII activity;Asthma	
ENSG00000145777	TSLP	liver	11.5	0	1	Eosinophilic esophagitis;Self-reported allergy;Eosinophilic granulomatosis with polyangiitis;Asthma	
ENSG00000109072	VTN	liver	6039.5	0	1	Osteoprotegerin levels;Low density lipoprotein cholesterol levels;Heel bone mineral density;Blood protein levels	
