Gene	Gene.name	Tissue	nTPM	fda	gwcat	gwasTraits	fdaGeneDesc
ENSG00000115414	FN1	placenta	2928.1	1	1	Cannabis dependence;LDL cholesterol;Response to radiotherapy in cancer (late toxicity);Lung adenocarcinoma;LDL cholesterol levels	Fibronectin 1
ENSG00000145681	HAPLN1	placenta	75	0	1	Carotid intima media thickness (mean);Waist circumference;White matter integrity (fractional anisotropy);White matter integrity (mean diffusivity)	
ENSG00000019991	HGF	placenta	311.9	0	1	Endothelial growth factor levels;Fibrinogen;Triglyceride levels;Low density lipoprotein cholesterol levels	
ENSG00000167244	IGF2	placenta	2749.2	0	1	Infant length;Type 2 diabetes;Height	
ENSG00000146674	IGFBP3	placenta	1864.4	0	1	Hypospadias;Height;QRS duration	
ENSG00000120211	INSL4	placenta	15.9	0	1	Ulcerative colitis	
ENSG00000100593	ISM2	placenta	213.4	0	1	Sum neutrophil eosinophil counts;Neutrophil percentage of white cells;Neutrophil count	
ENSG00000170498	KISS1	placenta	233.1	0	1	Psychosis proneness (hypomanic personality scale);Psychosis proneness (hypomanic personality scale and perceptual aberration scale);Psychosis proneness (hypomanic personality scale and revised physical anhedonia scale);Psychosis proneness (hypomanic personality scale and revised social anhedonia scale);Menopause (age at onset)	
ENSG00000196569	LAMA2	placenta	106	0	1	Amyotrophic lateral sclerosis (sporadic);Hyperopia;Myopia;Periodontal disease-related phenotype (Socransky);Height	
ENSG00000135862	LAMC1	placenta	231.7	0	1	Systemic lupus erythematosus;Fuchss corneal dystrophy;Height;HDL cholesterol levels;Apolipoprotein A1 levels	
ENSG00000050555	LAMC3	placenta	48.7	0	1	Degraded stimulus continuous performance test score;Smoking status (heavy vs never);Endometriosis;Deep ovarian and/or rectovaginal disease with dense adhesions;Alcohol consumption (max-drinks)	
ENSG00000139329	LUM	placenta	535.9	0	1	Systolic blood pressure (alcohol consumption interaction);Blood protein levels;Metabolite levels;Pulmonary function (smoking interaction)	
ENSG00000187123	LYPD6	placenta	15.7	0	1	Daytime sleep phenotypes;Trunk fat mass;Brain morphology (MOSTest);Cortical thickness (MOSTest);Subcortical volume (MOSTest)	
ENSG00000132031	MATN3	placenta	11.3	0	1	Waist circumference adjusted for body mass index;Waist-hip index	
ENSG00000116962	NID1	placenta	230.9	0	1	Response to levetiracetam in genetic generalized epilepsy;Urate levels in overweight individuals;Gut microbiota (bacterial taxa, hurdle binary method);Cutaneous nevi;Diverticulitis	
ENSG00000087303	NID2	placenta	60.8	0	1	Triglyceride levels;HDL cholesterol levels;Apolipoprotein A1 levels;Lung cancer (smoking interaction);Craniofacial microsomia	
ENSG00000183691	NOG	placenta	10.6	0	1	Metabolite levels;Amyotrophic lateral sclerosis (sporadic);Height;Refractive error	
ENSG00000185269	NOTUM	placenta	135.7	0	1	Blond vs. brown/black hair color;Blood protein levels;Diverticular disease	
ENSG00000182752	PAPPA	placenta	72.3	0	1	Fractional exhaled nitric oxide (childhood);Metabolite levels;Height	
ENSG00000116183	PAPPA2	placenta	56.8	0	1	Fractional exhaled nitric oxide (childhood);Height;Automobile speeding propensity;Pulse pressure	
ENSG00000113555	PCDH12	placenta	30.2	0	1	Initial pursuit acceleration;Initial pursuit acceleration in psychotic disorders;Asthma	
ENSG00000119630	PGF	placenta	50.5	1	1	Refractive error;Blood protein levels in cardiovascular risk;Mood instability;Serum alkaline phosphatase levels	Placental growth factor
ENSG00000146070	PLA2G7	placenta	23.3	0	1	Lipoprotein-associated phospholipase A2 activity change in response to darapladib treatment in cardiovascular disease;Lipoprotein phospholipase A2 activity in cardiovascular disease;Blood protein levels;Lipoprotein-associated phospholipase A2 activity and mass	
ENSG00000170965	PLAC1	placenta	27.9	0	1	Birth weight;Hematocrit;Waist circumference adjusted for body mass index	
ENSG00000186652	PRG2	placenta	2616.3	1	1	Glucose homeostasis traits;Crohns disease	Proteoglycan 2, pro eosinophil major basic protein
ENSG00000221826	PSG3	placenta	141.5	0	1	Blood protein levels	
ENSG00000204941	PSG5	placenta	111.8	0	1	Cerebral microbleeds (lobar)	
ENSG00000124467	PSG8	placenta	6.5	0	1	Venous thromboembolism	
ENSG00000183668	PSG9	placenta	106.3	0	1	Blood protein levels	
ENSG00000147655	RSPO2	placenta	17.3	0	1	Hip circumference adjusted for BMI;Heel bone mineral density;Blond vs. brown/black hair color;Ossification of the posterior longitudinal ligament of the spine	
ENSG00000106366	SERPINE1	placenta	418	1	1	Plasminogen activator inhibitor type 1 levels (PAI-1);Nonunion in individuals with fractures;Plasma plasminogen activator levels;Blood protein levels	Serpin family E member 1
ENSG00000135919	SERPINE2	placenta	1091.9	0	1	Blood protein levels;Cytokine levels;Cytokine network levels (multivariate analysis)	
ENSG00000105492	SIGLEC6	placenta	106.7	0	1	Blood protein levels;Carotid intima media thickness	
ENSG00000113140	SPARC	placenta	2184.6	0	1	Idiopathic dilated cardiomyopathy;Blood protein levels;Stroke	
ENSG00000118785	SPP1	placenta	2791.9	0	1	Hip circumference adjusted for BMI;Dental caries;Blood protein levels;Urate levels;Gout	
ENSG00000166863	TAC3	placenta	431.7	0	1	Schizophrenia;Asthma;Autism spectrum disorder or schizophrenia	
ENSG00000120156	TEK	placenta	46.3	1	1	Lung adenocarcinoma;Age-related cognitive decline (attention/processing speed) (slope of z-scores);Neonatal total 25-hydroxyvitamin D levels (maternal genetic effect);Blood protein levels in cardiovascular risk;Resting heart rate	TEK receptor tyrosine kinase
ENSG00000003436	TFPI	placenta	191.2	1	1	Lung adenocarcinoma;Serum immune biomarker levels;Apolipoprotein A1 levels;Heart rate response to recovery post exercise (40 sec);Heart rate response to recovery post exercise (30 sec)	Tissue factor pathway inhibitor
ENSG00000105825	TFPI2	placenta	954.6	0	1	Heart rate response to recovery post exercise (40 sec);Heart rate response to recovery post exercise (30 sec);Heart rate response to recovery post exercise (50 sec);Heart rate response to recovery post exercise (10 sec);Heart rate response to recovery post exercise (20 sec)	
ENSG00000120708	TGFBI	placenta	457.6	0	1	Insomnia;Blood protein levels;Response to cytidine analogues (gemcitabine);Stroke	
ENSG00000103175	WFDC1	placenta	99.8	0	1	Systolic blood pressure (alcohol consumption interaction);Bipolar disorder;Cardiovascular death, myocardial infarction or stroke in response to clopidogrel treatment;Blood protein levels	
ENSG00000105989	WNT2	placenta	39.9	0	1	Systolic blood pressure;Uterine fibroids;Heel bone mineral density;Cortical surface area (visual PC2)	
ENSG00000154342	WNT3A	placenta	15.7	0	1	Height;Diastolic blood pressure;Birth weight;Medication use (agents acting on the renin-angiotensin system);Alcohol-related hepatocellular carcinoma	
