Gene	Gene.name	Tissue	nTPM	fda	fdaGeneDesc	gwcat	gwasTraits
ENSG00000112964	GHR	adipose_tissue	84.7	1	Growth hormone receptor	1	Height;Response to taxane treatment (docetaxel);Blood protein levels
ENSG00000119927	GPAM	adipose_tissue	305.7	0		1	Cholesterol, total;LDL cholesterol;Height;Triglyceride levels
ENSG00000179921	GPBAR1	adipose_tissue	31.9	0		1	Heel bone mineral density;Inflammatory bowel disease;High light scatter reticulocyte count;Pyoderma gangrenosum in inflammatory bowel disease;Monocyte count
ENSG00000177464	GPR4	adipose_tissue	40.6	0		1	Menarche (age at onset);Body mass index
ENSG00000105509	HAS1	adipose_tissue	49.6	0		1	Acne (severe);HDL cholesterol;Fish- and plant-related diet
ENSG00000170961	HAS2	adipose_tissue	22.7	0		1	Periodontal disease-related phenotype (Socransky);Chin dimples;Pulse pressure x educational attainment (some college) interaction (2df);Severe COVID-19 infection with respiratory failure (analysis I);HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)
ENSG00000134460	IL2RA	adipose_tissue	18.9	1	Interleukin 2 receptor subunit alpha	1	Vitiligo;Rheumatoid arthritis;Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 3 peripheral neuropathy)
ENSG00000105609	LILRB5	adipose_tissue	17.9	0		1	Creatine kinase levels in statin users;Blood protein levels;Lactate dehydrogenase levels;Creatine kinase levels
ENSG00000123384	LRP1	adipose_tissue	109.2	0		1	Menarche (age at onset);Blood pressure (smoking interaction);Triglycerides;Cervical artery dissection;Abdominal aortic aneurysm
ENSG00000125872	LRRN4	adipose_tissue	8.3	0		1	Triglyceride levels x loop diuretics use interaction;Waist-to-hip ratio adjusted for BMI;Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test)
ENSG00000133800	LYVE1	adipose_tissue	126.4	0		1	Blood protein levels
ENSG00000008394	MGST1	adipose_tissue	1096.9	0		1	Colorectal cancer (aspirin and/or NSAID use interaction);Household income (MTAG);Metabolite levels;Visceral fat;Barretts esophagus or esophageal adenocarcinoma x sex interaction (2df test)
ENSG00000102854	MSLN	adipose_tissue	93.4	0		1	Body mass index;Serum cancer antigen 125 (CA 125) levels
ENSG00000136997	MYC	adipose_tissue	254.6	0		1	Urinary bladder cancer;Chronic lymphocytic leukemia;Renal cell carcinoma;Height;Metabolite levels
ENSG00000172927	MYEOV	adipose_tissue	5.4	0		1	Height;Pulse pressure;Diastolic blood pressure
ENSG00000204301	NOTCH4	adipose_tissue	24.2	0		1	Squamous cell lung carcinoma;Lung cancer in ever smokers;Bipolar disorder;Asthma
ENSG00000169418	NPR1	adipose_tissue	67.1	1	Natriuretic peptide receptor 1	1	Systolic blood pressure;Mean arterial pressure
ENSG00000180785	OR51E1	adipose_tissue	5.7	0		1	Malaria;Diastolic blood pressure
ENSG00000152270	PDE3B	adipose_tissue	64.5	1	Phosphodiesterase 3B	1	Vitamin D levels;Bipolar disorder;Triglyceride levels;Type 2 diabetes
ENSG00000205038	PKHD1L1	adipose_tissue	25.5	0		1	Night sleep phenotypes;Obesity-related traits
ENSG00000221866	PLXNA4	adipose_tissue	13.8	0		1	Age-related hearing impairment;Cognitive function;Bipolar disorder;Refractive error;Diastolic blood pressure
ENSG00000101000	PROCR	adipose_tissue	126.8	1	Protein C receptor	1	Amyotrophic lateral sclerosis (sporadic);Protein C levels;Venous thromboembolism;Fish- and plant-related diet
ENSG00000099194	SCD	adipose_tissue	1233.7	0		1	Blood metabolite ratios;Blood metabolite levels
ENSG00000135917	SLC19A3	adipose_tissue	46.7	0		1	Allergic disease (asthma, hay fever and/or eczema) (multivariate analysis);Allergic disease (asthma, hay fever and/or eczema) (age of onset);Obesity-related traits;Type 2 diabetes (SNP x SNP interaction, 2df);Asthma onset (childhood vs adult)
ENSG00000164638	SLC29A4	adipose_tissue	43.3	0		1	Weight gain in amisulpride-treated first-episode psychosis
ENSG00000256235	SMIM3	adipose_tissue	161	0		1	Crohns disease;Inflammatory bowel disease;Cholangiocarcinoma in primary sclerosing cholangitis;Dimensional psychopathology (Arousal)
ENSG00000164056	SPRY1	adipose_tissue	238.1	0		1	Metabolite levels;Irritable bowel syndrome;Triglyceride levels;Apolipoprotein B levels;Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
ENSG00000127954	STEAP4	adipose_tissue	113.7	0		1	Restless legs syndrome
ENSG00000176438	SYNE3	adipose_tissue	19.1	0		1	Body mass index
ENSG00000181234	TMEM132C	adipose_tissue	31.6	0		1	Lung cancer in never smokers;Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction);High chromosomal aberration frequency (chromatid type);Systemic lupus erythematosus;Depressive symptoms x herpes simplex 1 infection interaction
ENSG00000120949	TNFRSF8	adipose_tissue	5.3	1	TNF receptor superfamily member 8	1	Eosinophil percentage of granulocytes;Eosinophil counts;Neutrophil percentage of granulocytes;Eosinophil percentage of white cells;Sum eosinophil basophil counts
ENSG00000124343	XG	adipose_tissue	17.5	0		1	Resting oxygen saturation in chronic osbtructive pulmonary disease (pulse oxymetry);Energy expenditure (24h);Smoking status (ever vs never smokers);Number of sexual partners;Lung function in heavy smokers (high FEV1 vs average FEV1)
