Gene	Gene.name	Tissue	nTPM	fda	fdaGeneDesc	gwcat	gwasTraits
ENSG00000140030	GPR65	spleen	9.6	0		1	Parkinsons disease;California verbal learning test score;Degraded stimulus continuous performance test score;Crohns disease;Inflammatory bowel disease
ENSG00000135077	HAVCR2	spleen	24.1	0		1	Blood protein levels;Hypertriglyceridemia;Iris heterochromicity
ENSG00000255398	HCAR3	spleen	19.6	1	Hydroxycarboxylic acid receptor 3	1	Thrombin-activatable fibrinolysis inhibitor levels;Waist-to-hip ratio adjusted for BMI (recessive genetic model);Waist-to-hip ratio adjusted for BMI
ENSG00000234745	HLA-B	spleen	2493.7	0		1	White blood cell count;Atopic dermatitis;Type 2 diabetes;Marginal zone lymphoma
ENSG00000204525	HLA-C	spleen	1445.7	0		1	IgE levels;Self-reported allergy;White blood cell count;Atopic dermatitis;Height
ENSG00000204257	HLA-DMA	spleen	120.4	0		1	Asthma;Autism spectrum disorder or schizophrenia;Sarcoidosis (Lofgrens syndrome vs non-Lofgrens syndrome)
ENSG00000242574	HLA-DMB	spleen	101.5	0		1	Squamous cell lung carcinoma;Asthma;Autism spectrum disorder or schizophrenia;Lung cancer
ENSG00000204252	HLA-DOA	spleen	28.7	0		1	Asthma;Prostate cancer;Red wine liking;White wine liking;Chronic hepatitis B infection
ENSG00000231389	HLA-DPA1	spleen	359.6	0		1	Sjögrens syndrome;IgA nephropathy;Lung cancer in ever smokers
ENSG00000223865	HLA-DPB1	spleen	409.4	0		1	Sjögrens syndrome;Chronic hepatitis B infection;IgA nephropathy
ENSG00000196735	HLA-DQA1	spleen	180	0		1	Autoimmune hepatitis type-1;Vitiligo;Self-reported allergy;Sjögrens syndrome;Systemic lupus erythematosus
ENSG00000237541	HLA-DQA2	spleen	27.1	0		1	Systemic lupus erythematosus;Chronic hepatitis B infection;Acute anterior uveitis (with or without ankylosing spondylitis)
ENSG00000179344	HLA-DQB1	spleen	139.3	0		1	Self-reported allergy;Systemic lupus erythematosus;IgA nephropathy
ENSG00000204287	HLA-DRA	spleen	1091.9	0		1	Frontotemporal dementia;Vitiligo;Sjögrens syndrome;Antinuclear antibody levels;Tuberculosis
ENSG00000196126	HLA-DRB1	spleen	516.2	0		1	Multiple sclerosis;Sjögrens syndrome;Systemic lupus erythematosus;Rheumatoid arthritis
ENSG00000198502	HLA-DRB5	spleen	228.4	0		1	Frontotemporal dementia;Sjögrens syndrome;Antinuclear antibody levels;Acute anterior uveitis (with or without ankylosing spondylitis);Alzheimers disease
ENSG00000204642	HLA-F	spleen	188.3	0		1	Mixed cellularity Hodgkin lymphoma;Autism spectrum disorder or schizophrenia
ENSG00000100292	HMOX1	spleen	612.2	0		1	Waist-to-hip ratio adjusted for BMI (age >50);Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test);Plasma proprotein convertase subtilisin/kexin type 9 levels in stable coronary artery disease;Hippocampal volume in mild cognitive impairment
ENSG00000122986	HVCN1	spleen	42.7	0		1	Composite immunoglobulin trait (IgA/IgG);Red blood cell count
ENSG00000068001	HYAL2	spleen	282.8	0		1	Body mass index;Brain morphology (MOSTest);Subcortical volume (MOSTest);Brain morphology (min-P);Cortical surface area (MOSTest)
ENSG00000108622	ICAM2	spleen	168.1	0		1	Allergic disease (asthma, hay fever or eczema);Response to antidepressants (symptom improvement)
ENSG00000216490	IFI30	spleen	385.3	0		1	Multiple sclerosis;Mental health study participation (completed survey);Serum alkaline phosphatase levels;Waist-to-hip ratio adjusted for BMI (additive genetic model)
ENSG00000211898	IGHD	spleen	146.7	0		1	Blood protein levels
ENSG00000211893	IGHG2	spleen	4319.4	1	Immunoglobulin heavy constant gamma 2 (G2m marker)	1	IgG levels;Composite immunoglobulin trait (IgA/IgG)
ENSG00000211892	IGHG4	spleen	831.6	1	Immunoglobulin heavy constant gamma 4 (G4m marker)	0	
ENSG00000140749	IGSF6	spleen	29.8	0		1	Thrombin-activatable fibrinolysis inhibitor activation peptide
ENSG00000110324	IL10RA	spleen	73.7	0		1	Obesity-related traits
ENSG00000096996	IL12RB1	spleen	16.2	0		1	Mental health study participation (completed survey);Pulmonary function in asthmatics;Systemic sclerosis;Waist circumference adjusted for body mass index
ENSG00000115604	IL18R1	spleen	18.5	0		1	Acute anterior uveitis (with or without ankylosing spondylitis);Blood protein levels;Asthma
ENSG00000115590	IL1R2	spleen	90.1	0		1	Fibrinogen;Parkinsons disease;Asthma;Crohns disease
ENSG00000104998	IL27RA	spleen	14.7	0		1	Immune response to measles-mumps-rubella vaccine;Blood protein levels;Lymphocyte percentage of white cells;Lymphocyte count
ENSG00000134460	IL2RA	spleen	7.5	1	Interleukin 2 receptor subunit alpha	1	Vitiligo;Rheumatoid arthritis;Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 3 peripheral neuropathy)
ENSG00000100385	IL2RB	spleen	50.2	1	Interleukin 2 receptor subunit beta	1	Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Mean corpuscular volume;Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular);Eosinophil counts
ENSG00000147168	IL2RG	spleen	119.4	1	Interleukin 2 receptor subunit gamma	0	
ENSG00000168685	IL7R	spleen	70.1	0		1	Asthma;Allergic disease (asthma, hay fever or eczema);Primary biliary cirrhosis;Lymphocyte percentage of white cells;Neutrophil percentage of white cells
ENSG00000005961	ITGA2B	spleen	11.2	1	Integrin subunit alpha 2b	1	Platelet distribution width;Platelet count;Mean platelet volume;Brain morphology (MOSTest)
ENSG00000156886	ITGAD	spleen	20.5	0		1	Red cell distribution width;Mean corpuscular hemoglobin;High light scatter reticulocyte count;High light scatter reticulocyte percentage of red cells;Reticulocyte count
ENSG00000005844	ITGAL	spleen	64.9	1	Integrin subunit alpha L	1	White blood cell count;Lymphocyte count;Ulcerative colitis;Chronic inflammatory diseases (ankylosing spondylitis, Crohns disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Lymphocyte percentage of white cells
ENSG00000160255	ITGB2	spleen	137.2	0		1	Neonatal white matter microstructure;Heel bone mineral density;Lymphocyte count
ENSG00000139626	ITGB7	spleen	30	1	Integrin subunit beta 7	1	Obesity-related traits;Type 1 diabetes
ENSG00000078596	ITM2A	spleen	24.5	0		1	Nose size;Graves disease;Height;Birth weight;Thyrotoxic hypokalemic periodic paralysis and Graves disease
ENSG00000160593	JAML	spleen	60	0		1	Sleep duration (long sleep)
ENSG00000177272	KCNA3	spleen	6	1	Potassium voltage-gated channel subfamily A member 3	1	Acute lymphoblastic leukemia (childhood)
ENSG00000111796	KLRB1	spleen	28.9	0		1	Gut microbiota (bacterial taxa, hurdle binary method);Blood protein levels;Obesity (extreme)
ENSG00000134545	KLRC1	spleen	6.7	0		1	Granulocyte percentage of myeloid white cells;Monocyte percentage of white cells;Monocyte count;High light scatter reticulocyte count;Mean corpuscular hemoglobin
ENSG00000205809	KLRC2	spleen	5.8	0		1	Neutrophil percentage of white cells;Composite immunoglobulin trait (IgA/IgG);Alanine aminotransferase levels;Aspartate aminotransferase levels;Monocyte count
ENSG00000134539	KLRD1	spleen	17	0		1	Umami taste perception in obesity with metabolic syndrome
ENSG00000150045	KLRF1	spleen	18	0		1	Levodopa wearing off effect (time symptoms uncontrolled) in Parkinsons disease (response to zonisamide);Malaria
ENSG00000139187	KLRG1	spleen	8.8	0		1	Refractive error;Sjögrens syndrome;Type 1 diabetes;Appendicular lean mass
ENSG00000213809	KLRK1	spleen	42.9	0		1	Interleukin-1-receptor antagonist levels;Psoriasis;Obesity-related traits
ENSG00000089692	LAG3	spleen	23.6	0		1	Blood protein levels
ENSG00000162511	LAPTM5	spleen	491.1	0		1	Loneliness;Loneliness (linear analysis);Neutrophil count;White blood cell count
ENSG00000213658	LAT	spleen	32	0		1	Acne (severe);Educational attainment;Glaucoma;Refractive error;Blood protein levels
ENSG00000122188	LAX1	spleen	7.2	0		1	Malaria;Male-pattern baldness
ENSG00000168675	LDLRAD4	spleen	5.6	0		1	Gut microbiota (functional units);Adverse response to drug;Depressive symptom improvement;Serum alkaline phosphatase levels
ENSG00000104974	LILRA1	spleen	11.9	0		1	Major depressive disorder
ENSG00000239961	LILRA4	spleen	10.9	0		1	Blood protein levels
ENSG00000187116	LILRA5	spleen	76.3	0		1	Alzheimers disease or HDL levels (pleiotropy);Blood protein levels;HDL cholesterol;High density lipoprotein cholesterol levels
ENSG00000244482	LILRA6	spleen	16.9	0		1	Blood protein levels;Post bronchodilator FEV1/FVC ratio
ENSG00000204577	LILRB3	spleen	49.9	0		1	Takayasu arteritis;Birth weight;Monocyte count
ENSG00000186818	LILRB4	spleen	18.8	0		1	Response to platinum-based chemotherapy (carboplatin);Inflammatory bowel disease;Clozapine-induced agranulocytosis
ENSG00000105609	LILRB5	spleen	49.1	0		1	Creatine kinase levels in statin users;Blood protein levels;Lactate dehydrogenase levels;Creatine kinase levels
ENSG00000064547	LPAR2	spleen	76	0		1	Bipolar II disorder;Bipolar I disorder;Bipolar disorder;Refractive error;Brain morphology (MOSTest)
ENSG00000153395	LPCAT1	spleen	38.2	0		1	Lung cancer in ever smokers;Lung adenocarcinoma;Multiple sclerosis;Pancreatic cancer
ENSG00000054219	LY75	spleen	18.4	0		1	Proportion of activated microglia (inferior temporal cortex);Plateletcrit;Myeloid white cell count
ENSG00000122224	LY9	spleen	26.7	0		1	Lymphocyte percentage of white cells;Lymphocyte count;Blood protein levels;Postoperative atrial fibrillation in coronary artery bypass grafting surgery
ENSG00000145416	MARCHF1	spleen	25.8	0		1	Heel bone mineral density x serum urate levels interaction
ENSG00000019169	MARCO	spleen	37.1	0		1	Triglyceride levels;Lung function (FVC);Medication use (adrenergics, inhalants)
ENSG00000153898	MCOLN2	spleen	6.7	0		1	Serum sulfate level
ENSG00000204516	MICB	spleen	9.9	0		1	Psychosis (atypical);Cold sores;Triglyceride levels;Asthma;Asthma (childhood onset)
ENSG00000271605	MILR1	spleen	17	0		1	Pulse pressure;Systolic blood pressure
ENSG00000197629	MPEG1	spleen	207.4	0		1	Hepatitis B surface antigen seroclearance in chronic hepatitis B infection
ENSG00000156738	MS4A1	spleen	253.8	1	Membrane spanning 4-domains A1	1	Post bronchodilator FEV1;Supramarginal gyrus volume;Congenital heart disease (maternal effect);Major depressive disorder;Recurrent major depressive disorder
ENSG00000166927	MS4A7	spleen	196.6	0		1	Iron status biomarkers (ferritin levels);Monocyte count;Monocyte percentage of white cells
ENSG00000120279	MYCT1	spleen	49.6	0		1	Body mass index;Neurofibrillary tangles;Alanine aminotransferase levels;High light scatter reticulocyte percentage of red cells;High light scatter reticulocyte count
ENSG00000123338	NCKAP1L	spleen	44.9	0		1	Hip circumference adjusted for BMI;Obesity-related traits
ENSG00000235568	NFAM1	spleen	19.9	0		1	Risk-taking tendency (4-domain principal component model);Refractive error;Machado-Joseph disease (age at onset);Chronotype
ENSG00000164128	NPY1R	spleen	119.6	0		1	Metabolite levels;Lung cancer;Erythrocyte cadmium concentration;Triglyceride levels;Daytime nap
ENSG00000132182	NUP210	spleen	32.5	0		1	Fish- and plant-related diet;Fruit consumption;Cooked vegetable consumption;Platelet distribution width
ENSG00000078589	P2RY10	spleen	16.6	0		1	Rheumatoid arthritis
ENSG00000169313	P2RY12	spleen	5.5	1	Purinergic receptor P2Y12	1	Diverticular disease
ENSG00000171631	P2RY6	spleen	32.5	0		1	Refractive error
ENSG00000138964	PARVG	spleen	28.9	0		1	Metabolite levels;Survival in colon cancer;Fasting glucose
ENSG00000118946	PCDH17	spleen	25.1	0		1	Fish- and plant-related diet;Oily fish consumption;Type 2 diabetes;Pork consumption
ENSG00000188389	PDCD1	spleen	7	1	Programmed cell death 1	1	Schizophrenia;Blood protein levels;White matter hyperintensity burden;Autism spectrum disorder or schizophrenia
ENSG00000197646	PDCD1LG2	spleen	15.1	0		1	Blood protein levels;Serum alkaline phosphatase levels
ENSG00000107593	PKD2L1	spleen	7.9	0		1	Serum metabolite levels;Squamous cell lung carcinoma;Low density lipoprotein cholesterol levels;Heel bone mineral density;Refractive error
ENSG00000166428	PLD4	spleen	10.4	0		1	Rheumatoid arthritis;Cerebrospinal fluid t-tau levels
ENSG00000169403	PTAFR	spleen	14.4	1	Platelet activating factor receptor	1	Blond vs. brown/black hair color
ENSG00000171611	PTCRA	spleen	5	0		1	Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid)
ENSG00000168229	PTGDR	spleen	6.3	0		1	Inflammatory bowel disease;Fasting glucose
ENSG00000175354	PTPN2	spleen	28.5	0		1	Vitiligo;Rheumatoid arthritis;Thyroid peroxidase antibody levels
ENSG00000081237	PTPRC	spleen	202.5	0		1	LDL cholesterol levels;Asthma;Apolipoprotein B levels;Refractive error
ENSG00000213413	PVRIG	spleen	24.2	0		1	Refractive error;Ticagrelor levels in individuals with acute coronary syndromes treated with ticagrelor;Brain morphology (MOSTest);Subcortical volume (MOSTest);Monocyte count
