Gene	Gene.name	Tissue	nTPM	fda	fdaGeneDesc	gwcat	gwasTraits
ENSG00000163053	SLC16A14	salivary_gland	18.6	0		1	Cholangiocarcinoma in primary sclerosing cholangitis (time to event)
ENSG00000197506	SLC28A3	salivary_gland	12	0		1	Amyotrophic lateral sclerosis (sporadic);Smoking status (ever vs never smokers);Gout (normal type);Body mass index;Multiple system atrophy
ENSG00000110660	SLC35F2	salivary_gland	37.4	0		1	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)
ENSG00000134955	SLC37A2	salivary_gland	78.8	0		1	Heel bone mineral density;Breast cancer (survival)
ENSG00000088836	SLC4A11	salivary_gland	54	0		1	HDL cholesterol levels x loop diuretics use interaction;Refractive error;Night sleep phenotypes;Asthma;Immature fraction of reticulocytes
ENSG00000268104	SLC6A14	salivary_gland	20.6	0		1	Meconium ileus in cystic fibrosis;Lung disease severity in cystic fibrosis
ENSG00000090020	SLC9A1	salivary_gland	76.5	0		1	Lateral ventricle volume
ENSG00000184564	SLITRK6	salivary_gland	27.7	0		1	Bipolar disorder (mania);Trunk fat mass adjusted for trunk lean mass;Femoral neck bone mineral density and trunk fat mass adjusted by trunk lean mass;Male sexual orientation;Initial alcohol sensitivity
ENSG00000166002	SMCO4	salivary_gland	195.8	0		1	Insulin levels in response to oral glucose tolerance test (30 minutes);Adult body size;Liver enzyme levels (alanine transaminase)
ENSG00000011347	SYT7	salivary_gland	57	0		1	Metabolite levels;Plasma omega-6 polyunsaturated fatty acid levels (linoleic acid);Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid)
ENSG00000184292	TACSTD2	salivary_gland	468.5	1	Tumor associated calcium signal transducer 2	1	Calcific aortic valve stenosis;Nickel levels
ENSG00000169962	TAS1R3	salivary_gland	7.9	0		1	Ulcerative colitis;Inflammatory bowel disease
ENSG00000162065	TBC1D24	salivary_gland	16.5	0		1	Mean reticulocyte volume;Age-related hearing impairment
ENSG00000166557	TMED3	salivary_gland	409.4	0		1	Epstein-Barr virus copy number in lymphoblastoid cell lines
ENSG00000141655	TNFRSF11A	salivary_gland	25.4	0		1	Pagets disease;Bone mineral density (paediatric, skull);Heel bone mineral density
ENSG00000127863	TNFRSF19	salivary_gland	55.3	0		1	Blood pressure (smoking interaction);Heel bone mineral density;Nasopharyngeal carcinoma;Blood protein levels
ENSG00000111199	TRPV4	salivary_gland	19.2	0		1	White matter hyperintensity volume (adjusted for hypertension);White matter hyperintensity volume;Creatinine levels
ENSG00000165125	TRPV6	salivary_gland	69.3	0		1	Anxiety;Mastocytosis;Alcoholic chronic pancreatitis;Cancer
ENSG00000186806	VSIG10L	salivary_gland	23.5	0		1	Appendicular lean mass
